0.928,0.0,0.0,0.0,0.0
0.836,0.665,0.0,0.0,0.0
0.829,0.611,0.594,0.0,0.0
0.7805,0.5365,0.561,0.2915,0.0
0.7785,0.529,0.5355,0.28,0.616
