0.9195,0.0,0.0,0.0,0.0
0.856,0.898,0.0,0.0,0.0
0.799,0.7975,0.829,0.0,0.0
0.7235,0.7595,0.8175,0.721,0.0
0.617,0.734,0.7885,0.661,0.7235
